,Index,Address,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
2011,2012,0x344ae078033cfa8495226a0c797c9092d3417052,16.9,0,50.7,3,1,0,1,3,101,101,101,8,72.439544,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2015,0x3458ac1ac6f9e9d1fbaf6d4c598d491e4f4fd938,14.59,0,58.37,4,1,0,1,3,101,101,101,0.832792,79.672329,25.249475,0,0,0,5,100.9979,101,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2019,0x346abf2004b511a44db1f2a07e4ef9797a4d4d60,3489.53,479.56,440786.35,62,468,0,6,2,0.011475,4.142844,0.996382,0.077899,24.294441,7.52718,0,0,0,530,466.68513330000013,466.3069727,0,-0.378160539,3,444.1369328,0,0,0,3,0,3,0,0,0,0,0.158598,440.420355,148.04564399999995,0,0,0,0,0,0,0,3,None,OmiseGO
2028,2029,0x34cd14e564d8c82673adc0980a94736b38e13b68,163.9,0,327.8,2,1,0,1,2,101,101,101,0.308259,100.690756,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,2030,0x34cf0a3eedcbaacaecf240b55693d6bcb192e8a4,0,334.64,2680.68,1,2,0,1,1,0.095,65.995,33.045,66.089559,66.089559,66.089559,0,0,0,3,66.089559,66.09,0,0.000441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,2036,0x350d038b70e4acea961427347c6bed44ad8a3d50,0,2031.71,201139,0,99,1,7,0,0,8.999,0.955405,0,0,0,0,0,0,100,0,94.58508922,0,94.58508922,2,2.060245703,0,0,0,2,0,2,0,0,0,0,0.742221,1.318025,1.030123,0,0,0,0,0,0,0,2,None,DATAcoin
2037,2038,0x352143be6cd0522ed6d715e6a4b389d43b69d18c,0,0,183884.68,1,1,0,1,1,0.8619969999999999,0.8619969999999999,0.8619969999999999,0.861556,0.861556,0.861556,0,0,0,2,0.86155637,0.86199737,0,0.000441,2,180.7326875,0,0,0,2,0,2,0,0,0,0,0.064931,180.667756,90.366344,0,0,0,0,0,0,0,2,None,OmiseGO
2046,2047,0x356197840bf481cda31b7673f97b0593c5cebfe7,454.38,634.91,1017038.23,11,1594,0,2,2,0.020378,0.201848,0.05328,0.04962,13,2.452727,0,0,0,1605,26.98,84.92754904,0,57.94754905,22,113234.3712,0,0,0,17,0,21,0,0,0,0,0,95903,5147.016873,0,0,0,0,0,0,0,21,None,PROVER.IO additional 5% discount
2053,2054,0x35756b28f4b749de31c17eabddd3bde990512eea,20.77,0,62.3,3,1,0,1,3,101,101,101,0.05,54.68379,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,2063,0x35aa838e84f3086dc7f29e0047c8a7821145cecc,0,0,2.38,1,1,0,1,1,1.321723,1.321723,1.321723,1.321251,1.321251,1.321251,0,0,0,2,1.321251014,1.32172265,0,0.000471636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,2085,0x36380f7a3e23d12c44df4420daf5ee47c3b063f9,0,32396.62,226776.35,0,7,1,4,0,0,6.711415,2.169652,0,0,0,0,0,0,8,0,15.18756381,0,15.18756381,2,0.789192008,0,0,0,2,0,2,0,0,0,0,0.328098,0.461094,0.394596,0,0,0,0,0,0,0,2,None,DATAcoin
2092,2093,0x365ae9e01caa1c26cf48b02c32ceaa65b7fb037f,3.14,784.01,379403.92,482,482,0,4,1,0.199942,9.176517,1.090077,0.199229,9.17579,1.089319,0,0,0,964,525.0515839999998,525.4169456000002,0,0.365361549,2,10020.01,0,0,0,2,0,2,0,0,0,0,0.01,10020,5010.005,0,0,0,0,0,0,0,2,None,CANDY
2095,2096,0x367ab58c0746c85e7daaaf067bb6334af39a0ded,0,31305,219135.02,0,7,1,1,0,1,6.0800800000000015,2.056072,0,0,0,0,0,0,8,0,14.39250575,0,14.39250575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,2100,0x36bb84e84e5990e0e8b06f1d6b3afc70e09a4cf5,0,0,5.7,1,1,0,1,1,1.003982,1.003982,1.003982,1.00351,1.00351,1.00351,0,0,0,2,1.003510264,1.0039819,0,0.000471636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,2110,0x36d9b8d8079a9c1acf7ba9988cb4017c616bff26,0,0,537.6,1,1,0,1,1,1.99,1.99,1.99,1.989748,1.989748,1.989748,0,0,0,2,1.98974798,1.99,0,0.00025202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,2123,0x37299afb440510dcb591834753267209f6c8aeac,161.45,0.82,324.53,2,2,0,2,2,48.79140200000001,52.208598,50.5,35.449712,65.549261,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,2125,0x3733db2a0680c13ce2a4d229733aa55e53f8cc75,0,0,9254.08,1,1,0,1,1,4.995,4.995,4.995,4.99458,4.99458,4.99458,0,0,0,2,4.99457998,4.995,0,0.00042002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,2211,0x39b4ea60bf0b966c9fb0146c35a355f2f26ccfe7,14.84,0,103.88,7,1,0,1,3,101,101,101,0.00206,51.847507,14.428067,0,0,0,8,100.996472,101,0,0.003528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,2232,0x3a3e66d85f4f55d3ce27afa812bc480e74f6b0d6,2029.44,2772.94,1093058.47,100,321,0,89,63,0.0123,5,0.139158,0,2.630942,0.4426560000000001,0,0,0,421,44.26562915,44.66959806,0,0.403968907,121,66810.01019,7780.699708,0,30,44,0,43,0,0,0,0,0,19331,734.175936,0,2000,259.356657,0,0,0,8,41,Golem,EOS
2261,2262,0x3b0bd35ef2d9cbb8469c7e3eaf87d0c4e872e462,3.09,0,9.28,3,2,0,2,3,942.850538,1058.149462,1000.5,0.11279000000000003,1366.052401,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2309,0x3c286cfb30146e5fd790c2c8541552578de334d8,64308.21,97756.17,1224443.63,16,2,0,2,6,0.2,10203,5101.6,0.003,3000,637.686983,0,0,0,18,10202.99173,10203.2,0,0.208274039,6,443.6486527,0,0,0,5,0,6,0,0,0,0,0,365,73.94144200000002,0,0,0,0,0,0,0,6,None,Bulleon Promo Token
2313,2314,0x3c532955559b76455f182371b4f335ff2e646d81,1106.47,973.03,283974.42,152,119,0,37,64,0.7,232.3,56.276635,0,453,48.277614,0,0,0,271,7338.1973,6696.919615,0,-641.2776849,154,11265306.73,10471787.88,0,27,47,0,44,0,0,0,0,0,3999960,135726.5871,0,2888865,147489.9701,0,0,0,24,43,EOS,KickCoin
2317,2318,0x3c5aeab16f823410306aae29d0e13eb7a82de0c6,19.62,0,58.85,3,1,0,1,3,101,101,101,0.442275,83.855693,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,2326,0x3c9b11193bbb7295baeca1c5f894f398ae374e9d,23.71,0.07,71.27,3,2,0,2,3,12.036268,88.963732,50.5,0.813,71.226915,33.666149,0,0,0,5,100.9984458,101,0,0.001554158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,2331,0x3ca7be4226761aa7e5fb505c88236b19ff77a0c2,0,0,5.75,1,1,0,1,1,5,5,5,4.998489,4.998489,4.998489,0,0,0,2,4.99848865,5,0,0.00151135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,2359,0x3d522ab8b02fad6eefb946bf99eb761aff52931b,6803.29,8857.97,241722.22,16,15,0,4,11,0.083738,7.487927,1.552208,0.004241,8.852207,1.45438,0,0,0,31,23.27007992,23.28311529,0,0.01303537,1,0.32312867,0,0,0,1,0,1,0,0,0,0,0.323129,0.323129,0.323129,0,0,0,0,0,0,0,1,None,OmiseGO
2381,2382,0x3de61e637df9047f65c905e05e8f795b456608db,8.46,3668.56,1198107.57,255,326,0,8,1,0.010007,140.681835,1.551193,0.99946,140.680619,1.981194,0,0,0,581,505.2045337,505.6888439,0,0.484310233,1,100,0,0,0,1,0,1,0,0,0,0,100,100,100,0,0,0,0,0,0,0,1,None,blockwell.ai KYC Casper Token
2430,2431,0x3f78f41c85af3590e5fd32660f2b92e201ec0ed1,157.09,0,314.18,2,1,0,1,2,101,101,101,0.741,100.258016,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,2437,0x3f99eb5b838a2daf3b697eaf00dfa988735e0e91,162.87,0.82,327.37,2,2,0,2,2,43.773867,57.226133,50.5,2.3784080000000003,98.620565,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,2445,0x3fe4100b589566b2ac2380c71fd8ed712460097d,1398.72,12543.53,487978.73,35,35,0,5,6,0.013311000000000002,0.272948,0.206012,0.012891,0.271679,0.205331,0,0,0,70,7.186581086,7.210430655,0,0.02384957,1,1e-18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,
2455,2456,0x40159c8602d6dcd1fac2e7ee37eedf54da345ce9,109,41.68,410.37,3,2,0,2,3,3.397909,97.602091,50.5,0.218094,97.601611,33.666165,0,0,0,5,100.9984936,101,0,0.001506437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,2490,0x410bc4c4fc1a278ba338b8a5b92ab2fb5d17db42,3.33,17423.46,52280.37,3,3,0,3,1,1,3.106423,2.038419,0.989485,3.105523,2.034238,0,0,0,6,6.1027133110000005,6.11525632,0,0.012543009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,2498,0x413f2bb03c1a4f62145d6075ea8852731182ec64,0,0,97.33,1,1,0,1,1,0.884182,0.884182,0.884182,0.8811370000000001,0.8811370000000001,0.8811370000000001,0,0,0,2,0.88113743,0.88418165,0,0.00304422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,2500,0x414b054c5c7c3a2e703d11d5f21bf50bb70e0199,0,3754.18,229005.03,0,61,1,7,0,0,1.00082,0.29258,0,0,0,0,0,0,62,0,17.84739924,0,17.84739924,2,1.1319152,0,0,0,2,0,2,0,0,0,0,0.325036,0.806879,0.565958,0,0,0,0,0,0,0,2,None,DATAcoin
2513,2514,0x41a530d3beb38a8b3a4ae1db80d4ac3073ad88aa,93.4,6274.58,636611.42,98,100,0,6,1,0.5,119.998,33.412336,0.498421,119.997284,34.093169,0,0,0,198,3341.130547,3341.233614,0,0.103067732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,2522,0x41d816da5b5f04151112c66711befb1ec052582e,6.18,3296.21,6604.78,2,2,0,1,2,1.995,2.554547,2.2747740000000003,1.994528,2.5541270000000003,2.274328,0,0,0,4,4.548655514,4.54954715,0,0.000891636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,2525,0x41e381e10a0734aa59942ee321c69d8dc66a68d5,7.76,20794.23,312029.88,15,15,0,10,1,0.02014,1.989996,0.6030949999999999,0.000462,1.988996,0.602291,0,0,0,30,9.034369027999999,9.046419677000001,0,0.012050648999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,2537,0x422e396e941ebd2ff9706960197985f6c0e1d19d,3.2,0.21,323.55,101,2,0,2,101,4079.146006,5921.853994,5000.5,1,101,99.019293,0,0,0,103,10000.94857,10001,0,0.051429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,2540,0x4240570e53c9fe7f4e48b3c15e7c71c1e2bf2975,5.59,12878.49,38652.25,3,3,0,3,1,2.9468,7.836403,5.11756,2.9456,7.835795,5.116635,0,0,0,6,15.34990404,15.35268014,0,0.0027761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,2557,0x42c7af565f2717aa1602252628e8eed9d35e85ef,3.9,27895.72,111598.48,4,4,0,3,1,0.19,2.032281,0.809601,0.187311,2.031521,0.807319,0,0,0,8,3.22927526,3.23840523,0,0.00912997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,2563,0x42dc966b7ecc3c6cc73e7bc04862859d5bddce65,21.6,14.21,142922.48,109,9891,0,1160,22,0.098572,3503.597564,19.373447,26.4844,18000,1640.615115,0,0,0,10000,178827.0475,191622.7667,0,12795.71923,31,1172360.229,0,0,0,26,0,26,0,0,0,0,0,1119833.996,37818.07192,0,0,0,0,0,0,0,26,None,Nebulas
2564,2565,0x431155ef58ef3e74c344f313ccc9b04a3a6e859d,353.75,6463.39,599650.35,69,89,0,2,2,0.036613,1.010549,0.851354,0.036574,7.821708,1.097723,0,0,0,158,75.74288203,75.77046479,0,0.027582764,3,222.2663142,0,0,0,3,0,3,0,0,0,0,0,202.163477,74.088771,0,0,0,0,0,0,0,3,None,INS Promo
2576,2577,0x434460bbef726aa1cfa7588729e7e744928bcccb,14.42,26788.02,134012.18,5,5,0,4,1,0.1,3.985,1.9946,0.085,3.981643,1.988914,0,0,0,10,9.9445716,9.973,0,0.0284284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,2579,0x4349879811857e6d887b297970d519c21b364293,16.23,60632.41,424540.5,7,7,0,3,1,0.249538,8.329906,4.5245440000000015,0.248967,8.328646,4.523948000000002,0,0,0,14,31.66763567,31.67180598,0,0.004170303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,2585,0x4372940aabf572730a8c7d33bc7a8ff35ddbdb60,19,920.96,163619.77,129,175,0,12,1,1,83.23,38.656728,10.28458,358.366936,52.440877,0,0,0,304,6764.873108,6764.927412000001,0,0.054303921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,2591,0x43b898de395dff3370c25c67598a0c60a6876abf,22.16,0,66.47,3,1,0,1,3,101,101,101,0.006882,95.973951,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,2601,0x43ed44b0e6ef5a46ed0d4dada6a4c576ddf323a0,115.44,4680.74,468755.98,87,98,0,4,1,0.011235,1.583204,0.93872,0.551545,2.002004,1.05108,0,0,0,185,91.44394013,91.99454312,0,0.5506029920000001,4,367.068849,0,0,0,3,0,4,0,0,0,0,0,365,91.767212,0,0,0,0,0,0,0,4,None,Livepeer Token
2606,2607,0x44110f71b1658b23a59e24e008ebb868270dad20,5.38,0,26.9,5,1,0,1,5,50,50,50,9.99779,10,9.999558,0,0,0,6,49.99779,50,0,0.00221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,2609,0x441b9badc07eee7d71c2d5405ad684b1c9ac4e54,26.29,0,78.88,3,2,0,2,3,23.344561,77.655439,50.5,0.3,73.583854,33.666163,0,0,0,5,100.998488,101,0,0.001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,2614,0x44452f76dd10cff0769489773682814fdb6b7d0b,1594.06,34225.08,288147.18,9,8,0,2,8,0.625378,20.822042,7.998958,0.000716,20.821622,7.1096960000000005,0,0,0,17,63.98726832,63.99166629999999,0,0.004397981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2655,2656,0x45508a87b2f9c8169298ff5b383305dc27813a6b,19490.75,5913.61,722485.52,31,20,0,2,5,0.084472,0.9793,0.378585,0.0015,0.978439,0.24372800000000006,0,0,0,51,7.555554321,7.571703321,0,0.016149,3,55.23207766,0,0,0,3,0,3,0,0,0,0,0.014558,51.35218,18.410693,0,0,0,0,0,0,0,3,None,OmiseGO
2662,2663,0x4585d964bac1c841f4dc29456a9aecadcbafdf14,0,0,312.55,1,1,0,1,1,0.079231,0.079231,0.079231,0.078611,0.078611,0.078611,0,0,0,2,0.07861065,0.07923065,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,2667,0x45b41a7cdbf3595087e92f16ada59709808dfaad,3.85,0.11,11.77,3,2,0,2,3,448.331511,1552.668489,1000.5,0.063609,1488.746316,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,2669,0x45c13e236bc9fdec9043e18b51f4923f82e5faca,5.39,1249.65,3765.13,3,3,0,1,3,1.495,5.005,3.831667,1.494528,5.004537,3.831208,0,0,0,6,11.49362407,11.495,0,0.001375935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,2673,0x45c9e3cc6c52ddf2108030075b9c8c49fa854054,17.57,0.81,71.92,4,2,0,2,4,11.728616,89.271384,50.5,0.001,89.774445,25.249478,0,0,0,6,100.9979119,101,0,0.00208811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,2679,0x45ee90ec4a63eb7c3e99381ee9811c9625c9a150,0,3061.78,201420.4,1,3,0,1,1,0.1,5.877999999999999,2.600028,7.799641999999999,7.799641999999999,7.799641999999999,0,0,0,4,7.79964151,7.80008251,0,0.000441,3,633.4559877,0,0,0,3,0,3,0,0,0,0,0.587551,632.0427179999998,211.151996,0,0,0,0,0,0,0,3,None,DATAcoin
2700,2701,0x46b69a001a750ea962f27306ab4b802ac454778b,0,0,10.48,1,1,0,1,1,0.167962,0.167962,0.167962,0.16734200000000002,0.16734200000000002,0.16734200000000002,0,0,0,2,0.16734245,0.16796245,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,2703,0x46c3857b9ff52b541120cc24050eb1f7a4b1ea54,5225.83,60718.79,506653.62,4,8,0,5,4,0.079273,16.8629,3.054834,0.103088,16.862459,6.109021,0,0,0,12,24.43608278,24.43867478,0,0.002592,3,2.12e-08,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,None,ChangeNOW
2712,2713,0x46ed4768f3fce1e0419b5f7d4ad68f1a540aa5bc,5496.11,1477.49,574144.57,55,184,0,1,3,0.102096,4.210539,0.829874,0,87.407719,2.775678,0,0,0,239,152.6622956,152.6967573,0,0.03446175,3,2018.485589,2018.42955,0,1,2,0,2,0,0,0,0,0.056039,2018.42955,1009.242794,2018.42955,2018.42955,2018.42955,0,0,0,1,2,EOS,OmiseGO
2718,2719,0x471b0d13e6b452ce7a3c3c23450651bfdbd53cdd,0,1718.07,226785.43,0,132,1,2,0,0,1.214929,0.624681,0,0,0,0,0,0,133,0,82.45784327,0,82.45784327,1,1.393177694,0,0,0,1,0,1,0,0,0,0,1.393178,1.393178,1.393178,0,0,0,0,0,0,0,1,None,OmiseGO
2721,2722,0x47311af6f03d8ece3a9ef2759225bd2f3e734cb1,0,76456.49,305832.32,1,4,0,4,1,0.007557,0.172528,0.069956,0.001174,0.001174,0.001174,0,0,0,5,0.001174311,0.279822487,0,0.278648176,10,372.0401413,0,0,0,9,0,9,0,0,0,0,0,329.580848,37.204014,0,0,0,0,0,0,0,9,None,Aragon
2724,2725,0x473b91be39e306673f6f993ca06de91609096b02,0,0,5.1,1,1,0,1,1,0.162955,0.162955,0.162955,0.161876,0.161876,0.161876,0,0,0,2,0.161876178,0.1629547,0,0.001078522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,2728,0x4769847b8da748a1aabff8ee554967bc0cfa6ae8,2390.4,5058.18,512418.98,153,29,0,15,38,0.023516,33.102848,8.966316,0,46.2,2.078134,0,0,0,182,317.95447,260.0231666,0,-57.93130342,82,45362.15609,43874.27185,0,8,29,0,37,0,0,0,0,0,22000,855.8897380000002,0,22000,1512.905926,0,0,0,19,36,Veritaseum,Veritaseum
2750,2751,0x4832b3dd06c65a445d65c3f2b4a4cfc70bca3056,7092.12,3620.74,1018988.67,135,17,0,1,5,0.005,0.01,0.009412,0,0,0,0,0,0,152,0,0.16,0,0.16,135,305.0000002,300.0000003,0,4,4,0,4,0,0,0,0,0,300,23.461538,0,300,2.459016,0,0,0,5,4,minereum,elixor
2755,2756,0x4850872e7487a3d1788e8f47b6a89e35b76bca68,15631.04,3125.77,618965.75,29,53,0,3,23,0.02,2625,55.795762,0,125.05,25.441379,0,0,0,82,737.8,2957.175387,0,2219.375387,49,92280.66203,10109.18879,0,2,26,0,30,0,0,0,0,0,44387.2208,2097.287773,1,5000,2021.837758,0,0,0,2,30,OmiseGO,OmiseGO
2756,2757,0x485f7941363bd74ca1b2ce7773f3ce59dec7f34f,0,1177.09,200104.62,0,170,1,6,0,0,1.979642,0.490833,0,0,0,0,0,0,171,0,83.44154685,0,83.44154685,2,1.671745988,0,0,0,2,0,2,0,0,0,0,0.267125,1.404621,0.835873,0,0,0,0,0,0,0,2,None,DATAcoin
2778,2779,0x49087586098b11caa0f04f604313014cadf16d7b,1.89,0.39,8.35,4,2,0,2,4,423.261642,1577.738358,1000.5,0.001078,1849.028375,500.249528,0,0,0,6,2000.998113,2001,0,0.001886545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,2785,0x491f4765320c964074de4fe328c70aadfe2b64f0,0,0,1.58,1,1,0,1,1,3,3,3,2.99916,2.99916,2.99916,0,0,0,2,2.99916,3,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,2808,0x4a07726e360821357db85e9ed5f14e13af1ae97b,2242.02,15464.79,597088.8,18,36,0,12,17,0.117967,77,8.286033,0,44.2386,16.445984,0,0,0,54,296.0277114,298.2972027,0,2.269491307,11,1480.95726,1099.784317,0,1,8,0,10,0,0,0,0,0,1099.784317,148.095726,1099.784317,1099.784317,1099.784317,0,0,0,1,10,XENON,Tronix
2810,2811,0x4a1e2d2621cf18d46257fc20bdb777c96fa40a6f,1661.8,111503.27,920276.75,17,8,0,8,11,0.002,5.15036,1.646009,0.000358,5.046888,0.773151,0,0,0,25,13.14357117,13.16807017,0,0.024499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,2854,0x4b0a1ff843b07ec845a60413baf75d8fc0925341,0,1868.51,291487.33,0,156,1,5,0,0,6.999,1.612074,0,0,0,0,0,0,157,0,251.48351040000003,0,251.48351040000003,4,24.79879627,0,0,0,4,0,4,0,0,0,0,0,18.591599,6.199699,0,0,0,0,0,0,0,4,None,DATAcoin
2856,2857,0x4b15e53a15b10f434541ac46fdcd0282ed1182ce,15.93,5162.19,1257613.95,201,243,0,4,3,1.1066,1000,501.096592,1.105726,3066.380363,605.802673,0,0,0,444,121766.3372,121766.4719,0,0.13470084699999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,2858,0x4b22d6f704e3b44251176513a716b3f7c98d6da3,24.43,0.27,73.82,3,2,0,2,3,30.321292,70.678708,50.5,6,70.75223199999998,33.666159,0,0,0,5,100.998477,101,0,0.001523001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,2862,0x4b29d89dcd0dcfcad692c7e9650e8fc1c78da514,0,0,1590.68,0,1,1,1,0,1.083559,1.083559,1.083559,0,0,0,0,0,0,2,0,1.083559,0,1.083559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,2873,0x4b7c79068fc216eb2db7ba49b76ffd22796ab4e3,0,1537.13,229032.17,0,149,1,7,0,0,22.036814,0.860099,0,0,0,0,0,0,150,0,128.1546768,0,128.1546768,2,2.847144762,0,0,0,2,0,2,0,0,0,0,0.921188,1.925957,1.4235719999999998,0,0,0,0,0,0,0,2,None,DATAcoin
2879,2880,0x4b97b33a4b001e864027881458a15065c59c0a4d,0,0,568.07,1,1,0,1,1,4.5,4.5,4.5,4.49938,4.49938,4.49938,0,0,0,2,4.49938,4.5,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,2881,0x4b9a490e90a7e73b94a049ed0911193a10a45457,5.57,43261.07,129799.92,3,3,0,1,3,14.995,200,121.665,14.994528,199.99958,121.664563,0,0,0,6,364.9936884,364.995,0,0.001311636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,2917,0x4c4a03e100b4b104355edc4c50ce12b9a2879547,6783.5,48019.41,1028223.27,10,20,0,7,2,0.0003,56.488945,19.423552,0,156.470945,38.846694,0,0,0,30,388.4669445,388.4710445,0,0.004100024,2,0.883954103,0.883954103,0,1,1,0,1,0,0,0,0,0.8839540000000001,0.8839540000000001,0.8839540000000001,0.8839540000000001,0.8839540000000001,0.8839540000000001,0,0,0,1,1,OmiseGO,OmiseGO
2918,2919,0x4c5b0709f66719861e7277c9dcda9175deb3d866,2.32,0.07,9.42,4,2,0,2,4,517.4283379999998,1483.5716619999996,1000.5,0.001078,1452.4554039999996,500.249528,0,0,0,6,2000.998113,2001,0,0.001886545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,2933,0x4cdf46740d51a0f6735fe3f1d28fadf00c20cd34,3.92,0,11.77,3,2,0,2,3,610.0559059999998,1390.944094,1000.5,0.08942,1488.811341,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
